# step, loss_train, loss_test, metrics_test
4.700000000000000000e+04 1.579156742081977427e-05 9.239135397365316749e-05 2.036863043031189591e-05 9.239135397365316749e-05
4.800000000000000000e+04 1.598127528268378228e-05 9.086268255487084389e-05 1.713079109322279692e-05 9.086268255487084389e-05
4.900000000000000000e+04 9.663423952588345855e-06 8.699764293851330876e-05 1.118652289733290672e-05 8.699764293851330876e-05
5.000000000000000000e+04 1.035845125443302095e-04 8.657014404889196157e-05 9.139595204032957554e-05 8.657014404889196157e-05
5.000000000000000000e+04 1.035845125443302095e-04 8.657014404889196157e-05 9.139595204032957554e-05 8.657014404889196157e-05
5.100000000000000000e+04 1.000584961730055511e-05 2.704127109609544277e-05 1.246911870111944154e-05 2.704127109609544277e-05
5.200000000000000000e+04 4.983277449355227873e-06 1.968682772712782025e-05 9.984411008190363646e-06 1.968682772712782025e-05
5.300000000000000000e+04 3.269255330451414920e-06 1.619355680304579437e-05 7.689669473620597273e-06 1.619355680304579437e-05
5.400000000000000000e+04 2.905791006924118847e-06 1.287936174776405096e-05 7.404701136692892760e-06 1.287936174776405096e-05
5.500000000000000000e+04 2.397255457253777422e-06 1.108580909203737974e-05 8.427590728388167918e-06 1.108580909203737974e-05
5.600000000000000000e+04 2.192337433370994404e-06 9.743406735651660711e-06 9.750214303494431078e-06 9.743406735651660711e-06
5.700000000000000000e+04 2.059207190541201271e-06 9.368671271658968180e-06 1.035813966154819354e-05 9.368671271658968180e-06
5.800000000000000000e+04 2.051966475846711546e-06 9.356813279737252742e-06 1.028737187880324200e-05 9.356813279737252742e-06
5.900000000000000000e+04 2.047198904620017856e-06 9.346910701424349099e-06 1.024905941449105740e-05 9.346910701424349099e-06
6.000000000000000000e+04 2.043789208983071148e-06 9.338114068668801337e-06 1.023210916173411533e-05 9.338114068668801337e-06
6.100000000000000000e+04 2.041418383669224568e-06 9.329911335953511298e-06 1.022576361719984561e-05 9.329911335953511298e-06
6.200000000000000000e+04 2.039456376223824918e-06 9.322582627646625042e-06 1.022370179271092638e-05 9.322582627646625042e-06
6.300000000000000000e+04 2.037020294665126130e-06 9.315409442933741957e-06 1.022678952722344548e-05 9.315409442933741957e-06
6.400000000000000000e+04 2.035034412983804941e-06 9.308517292083706707e-06 1.023235290631419048e-05 9.308517292083706707e-06
6.500000000000000000e+04 2.034342060142080300e-06 9.303785191150382161e-06 1.023844288283726200e-05 9.303785191150382161e-06
