# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.346458315849304199e-01 1.023690216243267059e-02 9.371290802955627441e-01 1.023690216243267059e-02
1.000000000000000000e+03 7.568144792458042502e-05 2.897667698562145233e-03 5.815273834741674364e-05 2.897667698562145233e-03
2.000000000000000000e+03 1.525145053165033460e-04 2.382250502705574036e-03 1.223049912368878722e-04 2.382250502705574036e-03
3.000000000000000000e+03 4.319479048717767000e-04 1.586942118592560291e-03 3.551195550244301558e-04 1.586942118592560291e-03
4.000000000000000000e+03 5.708375247195363045e-04 8.897675434127449989e-04 5.990457721054553986e-04 8.897675434127449989e-04
5.000000000000000000e+03 1.490053255110979080e-04 5.551361246034502983e-04 1.135353668360039592e-04 5.551361246034502983e-04
6.000000000000000000e+03 8.995884127216413617e-05 3.886788908857852221e-04 6.877221312606707215e-05 3.886788908857852221e-04
7.000000000000000000e+03 6.968178058741614223e-05 3.110212855972349644e-04 5.635031629935838282e-05 3.110212855972349644e-04
8.000000000000000000e+03 6.223256059456616640e-05 2.583223977126181126e-04 5.159675129107199609e-05 2.583223977126181126e-04
9.000000000000000000e+03 5.569990753429010510e-05 2.310492855031043291e-04 4.768580038216896355e-05 2.310492855031043291e-04
1.000000000000000000e+04 4.920469291391782463e-05 2.145091129932552576e-04 4.466899554245173931e-05 2.145091129932552576e-04
1.100000000000000000e+04 4.365849963505752385e-05 2.026167348958551884e-04 4.108514986000955105e-05 2.026167348958551884e-04
1.200000000000000000e+04 3.903659307979978621e-05 1.924660464283078909e-04 3.859165371977724135e-05 1.924660464283078909e-04
1.300000000000000000e+04 3.467304850346408784e-05 1.851486013038083911e-04 3.590777487261220813e-05 1.851486013038083911e-04
1.400000000000000000e+04 3.192836811649613082e-05 1.806035579647868872e-04 3.391486825421452522e-05 1.806035579647868872e-04
1.500000000000000000e+04 2.944554034911561757e-05 1.771518436726182699e-04 3.218921483494341373e-05 1.771518436726182699e-04
1.600000000000000000e+04 3.594618465285748243e-05 1.809402747312560678e-04 4.214353975839912891e-05 1.809402747312560678e-04
1.700000000000000000e+04 3.831384528893977404e-04 1.679669658187776804e-04 3.618148621171712875e-04 1.679669658187776804e-04
1.800000000000000000e+04 2.380674413871020079e-05 1.666043244767934084e-04 2.806508928188122809e-05 1.666043244767934084e-04
1.900000000000000000e+04 2.282867899339180440e-05 1.656064705457538366e-04 2.627325557114090770e-05 1.656064705457538366e-04
2.000000000000000000e+04 1.863611396402120590e-04 1.730975782265886664e-04 1.786319771781563759e-04 1.730975782265886664e-04
2.100000000000000000e+04 3.008548810612410307e-04 1.702561421552672982e-04 3.040379961021244526e-04 1.702561421552672982e-04
2.200000000000000000e+04 1.887412145151756704e-05 1.565084094181656837e-04 2.402829522907268256e-05 1.565084094181656837e-04
2.300000000000000000e+04 1.951273770828265697e-05 1.537027710583060980e-04 2.363063140364829451e-05 1.537027710583060980e-04
2.400000000000000000e+04 1.692847035883460194e-05 1.515261828899383545e-04 2.188796315749641508e-05 1.515261828899383545e-04
2.500000000000000000e+04 1.608584352652542293e-05 1.493385207140818238e-04 2.175384724978357553e-05 1.493385207140818238e-04
2.600000000000000000e+04 1.673938277235720307e-05 1.494540192652493715e-04 2.315490928594954312e-05 1.494540192652493715e-04
2.700000000000000000e+04 4.994962946511805058e-04 1.724411704344674945e-04 4.997117212042212486e-04 1.724411704344674945e-04
2.800000000000000000e+04 1.670249002927448601e-05 1.454535085940733552e-04 2.164912621083203703e-05 1.454535085940733552e-04
2.900000000000000000e+04 4.084989632247015834e-05 1.447559043299406767e-04 4.639175313059240580e-05 1.447559043299406767e-04
3.000000000000000000e+04 1.326345864072209224e-05 1.354933046968653798e-04 1.771058123267721385e-05 1.354933046968653798e-04
3.100000000000000000e+04 6.749593740096315742e-05 1.393757411278784275e-04 8.369603892788290977e-05 1.393757411278784275e-04
3.200000000000000000e+04 1.104469629353843629e-05 1.299579016631469131e-04 1.578726187290158123e-05 1.299579016631469131e-04
3.300000000000000000e+04 2.493701176717877388e-04 1.382821792503818870e-04 2.655953576322644949e-04 1.382821792503818870e-04
3.400000000000000000e+04 1.055082157108699903e-05 1.246401225216686726e-04 1.394453920511296019e-05 1.246401225216686726e-04
3.500000000000000000e+04 1.137551225838251412e-04 1.199447942781262100e-04 9.871747897705063224e-05 1.199447942781262100e-04
3.600000000000000000e+04 1.667688775341957808e-04 1.290528743993490934e-04 1.803451305022463202e-04 1.290528743993490934e-04
3.700000000000000000e+04 5.459771637106314301e-05 1.188425376312807202e-04 6.006124385748989880e-05 1.188425376312807202e-04
3.800000000000000000e+04 1.035801687976345420e-05 1.140868334914557636e-04 1.476394027122296393e-05 1.140868334914557636e-04
3.900000000000000000e+04 2.727072569541633129e-04 1.219076366396620870e-04 2.504989388398826122e-04 1.219076366396620870e-04
4.000000000000000000e+04 7.774386176606640220e-05 1.096729756682179868e-04 8.241109026130288839e-05 1.096729756682179868e-04
4.100000000000000000e+04 1.070250254997517914e-05 1.046363540808670223e-04 1.221494585479376838e-05 1.046363540808670223e-04
4.200000000000000000e+04 8.678394806338474154e-06 1.024037992465309799e-04 1.061204602592624724e-05 1.024037992465309799e-04
4.300000000000000000e+04 1.030297207762487233e-04 1.040172937791794538e-04 9.571760892868041992e-05 1.040172937791794538e-04
4.400000000000000000e+04 3.266285784775391221e-05 1.001715645543299615e-04 3.408706834306940436e-05 1.001715645543299615e-04
4.500000000000000000e+04 2.140511496691033244e-04 9.884436440188437700e-05 2.106242609443143010e-04 9.884436440188437700e-05
4.600000000000000000e+04 1.498923847975675017e-05 9.533113188808783889e-05 1.810135654523037374e-05 9.533113188808783889e-05
