# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 8.374487757682800293e-01 8.374487757682800293e-01
1.000000000000000000e+03 5.171602591872215271e-02 5.171602591872215271e-02
2.000000000000000000e+03 1.821465604007244110e-02 1.821465604007244110e-02
3.000000000000000000e+03 1.434870902448892593e-02 1.434870902448892593e-02
4.000000000000000000e+03 1.231261529028415680e-02 1.231261529028415680e-02
5.000000000000000000e+03 1.011641602963209152e-02 1.011641602963209152e-02
6.000000000000000000e+03 8.744341321289539337e-03 8.744341321289539337e-03
7.000000000000000000e+03 7.820900529623031616e-03 7.820900529623031616e-03
8.000000000000000000e+03 7.177009712904691696e-03 7.177009712904691696e-03
9.000000000000000000e+03 6.749161519110202789e-03 6.749161519110202789e-03
1.000000000000000000e+04 6.454491987824440002e-03 6.454491987824440002e-03
1.100000000000000000e+04 6.607690360397100449e-03 6.607690360397100449e-03
1.200000000000000000e+04 6.071037147194147110e-03 6.071037147194147110e-03
1.300000000000000000e+04 5.920947063714265823e-03 5.920947063714265823e-03
1.400000000000000000e+04 5.791980307549238205e-03 5.791980307549238205e-03
1.500000000000000000e+04 5.860123317688703537e-03 5.860123317688703537e-03
1.600000000000000000e+04 5.294756032526493073e-03 5.294756032526493073e-03
1.700000000000000000e+04 5.048690829426050186e-03 5.048690829426050186e-03
1.800000000000000000e+04 4.907025024294853210e-03 4.907025024294853210e-03
1.900000000000000000e+04 4.813697654753923416e-03 4.813697654753923416e-03
2.000000000000000000e+04 4.738384857773780823e-03 4.738384857773780823e-03
2.100000000000000000e+04 4.689329303801059723e-03 4.689329303801059723e-03
2.200000000000000000e+04 4.625629168003797531e-03 4.625629168003797531e-03
2.300000000000000000e+04 4.579612053930759430e-03 4.579612053930759430e-03
2.400000000000000000e+04 4.536850843578577042e-03 4.536850843578577042e-03
2.500000000000000000e+04 4.494548775255680084e-03 4.494548775255680084e-03
2.600000000000000000e+04 4.458718933165073395e-03 4.458718933165073395e-03
2.700000000000000000e+04 4.442685749381780624e-03 4.442685749381780624e-03
2.800000000000000000e+04 4.346560686826705933e-03 4.346560686826705933e-03
2.900000000000000000e+04 4.272322170436382294e-03 4.272322170436382294e-03
3.000000000000000000e+04 4.126522224396467209e-03 4.126522224396467209e-03
3.100000000000000000e+04 3.288189880549907684e-03 3.288189880549907684e-03
3.200000000000000000e+04 1.805805601179599762e-03 1.805805601179599762e-03
3.300000000000000000e+04 1.483588828705251217e-03 1.483588828705251217e-03
3.400000000000000000e+04 1.238278928212821484e-03 1.238278928212821484e-03
3.500000000000000000e+04 1.043044496327638626e-03 1.043044496327638626e-03
3.600000000000000000e+04 8.959315600804984570e-04 8.959315600804984570e-04
3.700000000000000000e+04 7.921385113149881363e-04 7.921385113149881363e-04
3.800000000000000000e+04 7.141542155295610428e-04 7.141542155295610428e-04
3.900000000000000000e+04 6.514196284115314484e-04 6.514196284115314484e-04
4.000000000000000000e+04 1.354568870738148689e-03 1.354568870738148689e-03
4.000000000000000000e+04 1.354568870738148689e-03 1.354568870738148689e-03
4.100000000000000000e+04 1.296428235946223140e-04 1.296428235946223140e-04
4.200000000000000000e+04 6.245324038900434971e-05 6.245324038900434971e-05
4.300000000000000000e+04 4.133126276428811252e-05 4.133126276428811252e-05
4.400000000000000000e+04 3.177401231369003654e-05 3.177401231369003654e-05
4.500000000000000000e+04 2.485313052602577955e-05 2.485313052602577955e-05
4.600000000000000000e+04 1.971921483345795423e-05 1.971921483345795423e-05
4.700000000000000000e+04 1.645625161472707987e-05 1.645625161472707987e-05
4.800000000000000000e+04 1.443687506252899766e-05 1.443687506252899766e-05
4.900000000000000000e+04 1.439178959117271006e-05 1.439178959117271006e-05
5.000000000000000000e+04 1.437318132957443595e-05 1.437318132957443595e-05
5.100000000000000000e+04 1.435832473362097517e-05 1.435832473362097517e-05
5.200000000000000000e+04 1.434521527698962018e-05 1.434521527698962018e-05
5.300000000000000000e+04 1.433360193914268166e-05 1.433360193914268166e-05
5.400000000000000000e+04 1.432536737411282957e-05 1.432536737411282957e-05
5.500000000000000000e+04 1.432201770512619987e-05 1.432201770512619987e-05
