# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 8.628183975815773010e-03 2.156737819314002991e-02 6.071425080299377441e-01 8.628183975815773010e-03 2.156737819314002991e-02 6.071425080299377441e-01
1.000000000000000000e+03 3.908779472112655640e-02 8.172378875315189362e-04 5.677915364503860474e-02 3.908779472112655640e-02 8.172378875315189362e-04 5.677915364503860474e-02
2.000000000000000000e+03 3.098465502262115479e-02 3.206563633284531534e-05 4.357051476836204529e-02 3.098465502262115479e-02 3.206563633284531534e-05 4.357051476836204529e-02
3.000000000000000000e+03 1.316235587000846863e-02 1.009047482511959970e-04 8.487107232213020325e-03 1.316235587000846863e-02 1.009047482511959970e-04 8.487107232213020325e-03
4.000000000000000000e+03 4.197019152343273163e-03 2.354251591896172613e-05 4.430464934557676315e-03 4.197019152343273163e-03 2.354251591896172613e-05 4.430464934557676315e-03
5.000000000000000000e+03 2.717291237786412239e-03 1.587761653354391456e-05 2.906495006754994392e-03 2.717291237786412239e-03 1.587761653354391456e-05 2.906495006754994392e-03
6.000000000000000000e+03 2.240592148154973984e-03 1.201039776788093150e-05 2.404784783720970154e-03 2.240592148154973984e-03 1.201039776788093150e-05 2.404784783720970154e-03
7.000000000000000000e+03 1.985805109143257141e-03 7.477354756701970473e-06 2.167985076084733009e-03 1.985805109143257141e-03 7.477354756701970473e-06 2.167985076084733009e-03
8.000000000000000000e+03 1.820390694774687290e-03 9.699538168206345290e-06 1.999846426770091057e-03 1.820390694774687290e-03 9.699538168206345290e-06 1.999846426770091057e-03
9.000000000000000000e+03 1.703558722510933876e-03 5.242653514869743958e-06 1.839408301748335361e-03 1.703558722510933876e-03 5.242653514869743958e-06 1.839408301748335361e-03
1.000000000000000000e+04 1.631021150387823582e-03 4.182014890830032527e-06 1.687758252955973148e-03 1.631021150387823582e-03 4.182014890830032527e-06 1.687758252955973148e-03
1.100000000000000000e+04 1.306500053033232689e-03 4.520200491242576391e-06 1.276800292544066906e-03 1.306500053033232689e-03 4.520200491242576391e-06 1.276800292544066906e-03
1.200000000000000000e+04 1.166520640254020691e-03 4.025085218017920852e-06 1.191706396639347076e-03 1.166520640254020691e-03 4.025085218017920852e-06 1.191706396639347076e-03
1.300000000000000000e+04 1.068865763954818249e-03 3.528651859596720897e-06 1.118582673370838165e-03 1.068865763954818249e-03 3.528651859596720897e-06 1.118582673370838165e-03
1.400000000000000000e+04 9.999816538766026497e-04 3.087000777668436058e-06 1.054968684911727905e-03 9.999816538766026497e-04 3.087000777668436058e-06 1.054968684911727905e-03
1.500000000000000000e+04 1.175815588794648647e-03 3.485614797682501376e-06 1.028718659654259682e-03 1.175815588794648647e-03 3.485614797682501376e-06 1.028718659654259682e-03
1.500000000000000000e+04 1.175815588794648647e-03 3.485614797682501376e-06 1.028718659654259682e-03 1.175815588794648647e-03 3.485614797682501376e-06 1.028718659654259682e-03
1.600000000000000000e+04 2.192278479924425483e-04 1.783122002052550670e-06 1.129142037825658917e-04 2.192278479924425483e-04 1.783122002052550670e-06 1.129142037825658917e-04
1.700000000000000000e+04 8.362889639101922512e-05 4.816786827177566011e-07 4.674528099712915719e-05 8.362889639101922512e-05 4.816786827177566011e-07 4.674528099712915719e-05
1.800000000000000000e+04 5.313698420650325716e-05 2.373025580482135410e-07 2.413513902865815908e-05 5.313698420650325716e-05 2.373025580482135410e-07 2.413513902865815908e-05
1.900000000000000000e+04 3.809283589362166822e-05 1.162637559559698275e-07 1.093874016078189015e-05 3.809283589362166822e-05 1.162637559559698275e-07 1.093874016078189015e-05
2.000000000000000000e+04 2.593372846604324877e-05 1.282783728129288647e-07 4.921557319903513417e-06 2.593372846604324877e-05 1.282783728129288647e-07 4.921557319903513417e-06
2.100000000000000000e+04 1.765187153068836778e-05 9.325362526624303428e-08 1.852012474046205170e-06 1.765187153068836778e-05 9.325362526624303428e-08 1.852012474046205170e-06
2.200000000000000000e+04 1.222876380779780447e-05 9.875166284700753749e-08 8.381634302168095019e-07 1.222876380779780447e-05 9.875166284700753749e-08 8.381634302168095019e-07
2.300000000000000000e+04 8.605683433415833861e-06 5.595060770247073378e-08 6.872227231724536978e-07 8.605683433415833861e-06 5.595060770247073378e-08 6.872227231724536978e-07
2.400000000000000000e+04 6.328273229883052409e-06 2.815992239391107432e-08 4.098286296994047007e-07 6.328273229883052409e-06 2.815992239391107432e-08 4.098286296994047007e-07
2.500000000000000000e+04 5.506030447577359155e-06 4.608552828244683042e-08 2.265747269802886876e-07 5.506030447577359155e-06 4.608552828244683042e-08 2.265747269802886876e-07
2.600000000000000000e+04 5.490478997671743855e-06 4.605735881568762125e-08 2.245890158292240812e-07 5.490478997671743855e-06 4.605735881568762125e-08 2.245890158292240812e-07
2.700000000000000000e+04 5.479215360537637025e-06 4.587756663454456429e-08 2.234794749256252544e-07 5.479215360537637025e-06 4.587756663454456429e-08 2.234794749256252544e-07
2.800000000000000000e+04 5.469902134791482240e-06 4.570746980903095391e-08 2.223055446393118473e-07 5.469902134791482240e-06 4.570746980903095391e-08 2.223055446393118473e-07
2.900000000000000000e+04 5.461243290483253077e-06 4.549866261527313327e-08 2.212600946904785815e-07 5.461243290483253077e-06 4.549866261527313327e-08 2.212600946904785815e-07
3.000000000000000000e+04 5.454022812045877799e-06 4.531177211219983292e-08 2.202181832444694010e-07 5.454022812045877799e-06 4.531177211219983292e-08 2.202181832444694010e-07
