# x, y
-4.982513785362243652e-01 -6.071209907531738281e-01 6.455415312245880999e-02 -6.409820018374159378e-01
3.853764384984970093e-02 7.844521403312683105e-01 3.436737750003984182e-01 -1.528881299234768065e-01
7.851616144180297852e-01 1.927463710308074951e-02 -7.893601066648221476e-01 -8.954273569793940180e-01
4.678611159324645996e-01 6.308377981185913086e-01 -1.718734896260993017e-01 -2.037014946277966032e-01
5.553605556488037109e-01 -5.553601980209350586e-01 -3.346441889321143393e-01 -3.288283143714625378e-01
-3.617062270641326904e-01 -6.971505880355834961e-01 2.271076851042383993e-01 -5.244078042209050494e-01
7.816163301467895508e-01 -7.698219269514083862e-02 -7.824156412768167312e-01 -8.839324168427514783e-01
-1.927463151514530182e-02 7.851616144180297852e-01 3.643122249834473414e-01 -1.959944564285715785e-01
-6.530346870422363281e-01 -4.363439083099365234e-01 -1.697352668169622159e-01 -7.304751752660983977e-01
-5.819417238235473633e-01 5.274410843849182129e-01 -5.698535241976349086e-02 -6.961298086098081095e-01
1.532236635684967041e-01 -7.703069448471069336e-01 2.650644525503646487e-01 -9.340296874071547795e-02
-7.180186510086059570e-01 -3.182758688926696777e-01 -2.780474830046704149e-01 -7.505686827537106920e-01
7.825021147727966309e-01 -6.738473474979400635e-02 -7.841519251712003591e-01 -8.867962793595675075e-01
-1.908359825611114502e-01 -7.618608474731445312e-01 3.493277291888200464e-01 -3.548866041329307719e-01
-6.191658973693847656e-01 4.832017123699188232e-01 -1.151153606505567611e-01 -7.156533582227837531e-01
2.463650256395339966e-01 -7.457577586174011230e-01 1.664263329478875286e-01 -7.831487441238303704e-02
-2.094755768775939941e-01 -7.569479942321777344e-01 3.409694173027396080e-01 -3.736079516730970163e-01
-6.736584901809692383e-01 4.037753641605377197e-01 -2.036733308861438663e-01 -7.380659391099008149e-01
-3.787063956260681152e-01 6.880638003349304199e-01 2.097005595741792128e-01 -5.402981222392650995e-01
-4.522385895252227783e-01 -6.421297192573547363e-01 1.248438253202417414e-01 -6.048539579239120556e-01
2.094759196043014526e-01 -7.569479346275329590e-01 2.090253145177339011e-01 -8.020822365910183771e-02
3.702341318130493164e-01 -6.926593780517578125e-01 -7.187328305878857605e-03 -1.170891366477490869e-01
3.702341020107269287e-01 6.926593780517578125e-01 -7.187328305878836789e-03 -1.170891366477491424e-01
-7.327708601951599121e-01 2.826609313488006592e-01 -3.031068996459123088e-01 -7.535394953199119339e-01
1.342731863260269165e-01 -7.738353013992309570e-01 2.814178363824022533e-01 -1.004204142249391224e-01
-5.130008459091186523e-01 -5.947104096412658691e-01 4.417938566035965048e-02 -6.517459246109130744e-01
-2.645927071571350098e-01 7.394869923591613770e-01 3.088976442810437151e-01 -4.291795954021173087e-01
-5.274412631988525391e-01 5.819416046142578125e-01 2.377218809050428081e-02 -6.618708737139141762e-01
3.358010053634643555e-01 7.099915146827697754e-01 4.545838420308604549e-02 -9.881921161309535628e-02
-6.635464429855346680e-01 -4.201861917972564697e-01 -1.869749058634816441e-01 -7.344823476166084664e-01
1.908363699913024902e-01 -7.618607282638549805e-01 2.288133590258970007e-01 -8.325696643426960808e-02
-6.583402156829833984e-01 4.282971918582916260e-01 -1.784208065418856626e-01 -7.325334194920635200e-01
-5.415639877319335938e-01 5.688222646713256836e-01 3.394049484846820789e-03 -6.713619747305581420e-01
6.926593184471130371e-01 3.702341616153717041e-01 -6.057321108440582025e-01 -6.241963094046375504e-01
-3.182756304740905762e-01 -7.180187702178955078e-01 2.675050108464973597e-01 -4.825802090078644691e-01
5.056641697883605957e-01 -6.009609699249267578e-01 -2.407576985497298094e-01 -2.520061713029813633e-01
-7.825021147727966309e-01 6.738498806953430176e-02 -3.883253036297202865e-01 -7.590693164043118557e-01
7.099915742874145508e-01 3.358009755611419678e-01 -6.403815919061791595e-01 -6.705015648958553287e-01
-6.880638599395751953e-01 -3.787063062191009521e-01 -2.276387267309898654e-01 -7.427054847070894139e-01
4.037754237651824951e-01 -6.736584305763244629e-01 -6.135937378575270773e-02 -1.408761488120037486e-01
6.926594376564025879e-01 -3.702339828014373779e-01 -6.057321681275352754e-01 -6.241965603973128607e-01
-4.907635152339935303e-01 -6.131895780563354492e-01 7.470973479186394928e-02 -6.353596449992172657e-01
-5.274411439895629883e-01 -5.819417238235473633e-01 2.377241049750777879e-02 -6.618708143399844035e-01
7.256133556365966797e-01 -3.005588650703430176e-01 -6.715625680036776401e-01 -7.140113683487967489e-01
4.522389173507690430e-01 -6.421294808387756348e-01 -1.441576055324846617e-01 -1.862168192547448142e-01
-5.947104096412658691e-01 5.130007863044738770e-01 -7.667854126115834779e-02 -7.031965410322165155e-01
7.832701206207275391e-01 -5.777750536799430847e-02 -7.856563276415602370e-01 -8.892835352045874719e-01
-7.569479346275329590e-01 -2.094758301973342896e-01 -3.444256271759364441e-01 -7.570988270625472749e-01
-7.844521403312683105e-01 -3.853765130043029785e-02 -3.916811916478321609e-01 -7.591434110688745074e-01
4.363439977169036865e-01 -6.530346274375915527e-01 -1.164515296467894950e-01 -1.698796161961269313e-01
-7.099915146827697754e-01 -3.358010947704315186e-01 -2.644714996910317306e-01 -7.487006748305258252e-01
-2.279890775680541992e-01 7.515792250633239746e-01 3.314104768078073304e-01 -3.922741397297082599e-01
3.787062764167785645e-01 -6.880638599395751953e-01 -2.061114749914998850e-02 -1.225287037925261863e-01
-2.463650256395339966e-01 -7.457577586174011230e-01 3.207017583889123502e-01 -4.108189207148227329e-01
-4.522387385368347168e-01 6.421296000480651855e-01 1.248436301043907987e-01 -6.048540832822441038e-01
5.947104692459106445e-01 -5.130007266998291016e-01 -4.110682678642927912e-01 -4.007622200798822143e-01
-7.703070044517517090e-01 1.532235741615295410e-01 -3.673540606356310301e-01 -7.583602087262025782e-01
3.853778168559074402e-02 -7.844521403312683105e-01 3.436736723747746969e-01 -1.528880504630225068e-01
-5.553603768348693848e-01 5.553603768348693848e-01 -1.689558712245848096e-02 -6.802275053929626170e-01
4.982513189315795898e-01 6.071209907531738281e-01 -2.270608810681540579e-01 -2.418553897825839460e-01
-1.152419224381446838e-01 7.768974304199218750e-01 3.698814401864465307e-01 -2.808690960833580275e-01
7.768974900245666504e-01 -1.152416691184043884e-01 -7.731561000625316593e-01 -8.687693501452220524e-01
-7.698255032300949097e-02 7.816162705421447754e-01 3.719503048121700073e-01 -2.454317556220128871e-01
