# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.092440560460090637e-01 6.568657606840133667e-02 1.660716772079467773e+00 2.363849133253097534e-01 3.345531225204467773e-02 5.373723432421684265e-02 1.078525260090827942e-01 6.191500276327133179e-02 1.660716891288757324e+00 2.363849133253097534e-01 3.345531597733497620e-02 5.373724550008773804e-02 1.038719500382882632e+00
1.000000000000000000e+03 1.781691014766693115e-01 2.396858297288417816e-02 9.672179073095321655e-02 1.183192506432533264e-01 1.057593151926994324e-02 1.091013662517070770e-02 2.213321030139923096e-01 2.128813602030277252e-02 9.672179073095321655e-02 1.183192506432533264e-01 1.057592593133449554e-02 1.091013476252555847e-02 1.001534281200912258e+00
2.000000000000000000e+03 9.205472469329833984e-02 3.995258361101150513e-02 3.027768433094024658e-02 3.063679672777652740e-02 2.969092922285199165e-03 1.112069468945264816e-02 1.154896542429924011e-01 4.464535787701606750e-02 3.027769364416599274e-02 3.063679672777652740e-02 2.969098044559359550e-03 1.112070400267839432e-02 9.498084735153702329e-01
3.000000000000000000e+03 4.969237744808197021e-02 4.578632116317749023e-02 1.158101018518209457e-02 1.460957527160644531e-02 7.109656929969787598e-03 1.143685262650251389e-02 5.698891729116439819e-02 5.300733447074890137e-02 1.158101297914981842e-02 1.460957527160644531e-02 7.109643425792455673e-03 1.143684890121221542e-02 7.757212948913994044e-01
4.000000000000000000e+03 1.215778477489948273e-02 1.187207084149122238e-02 1.021642936393618584e-03 2.191280247643589973e-03 8.224180783145129681e-04 2.158916089683771133e-03 1.459610741585493088e-02 1.244983077049255371e-02 1.021643169224262238e-03 2.191280713304877281e-03 8.224172634072601795e-04 2.158920047804713249e-03 3.587085022790828526e-01
5.000000000000000000e+03 2.908723661676049232e-03 4.542489070445299149e-03 1.739125582389533520e-04 3.166339010931551456e-04 8.015840430743992329e-04 4.943740204907953739e-04 3.729232819750905037e-03 5.407785531133413315e-03 1.739125582389533520e-04 3.166339010931551456e-04 8.015852654352784157e-04 4.943754174746572971e-04 1.436105281226801311e-01
6.000000000000000000e+03 3.455302910879254341e-03 1.498139929026365280e-03 1.109458826249465346e-04 6.795357330702245235e-05 2.820714435074478388e-04 1.067394739948213100e-03 3.810708643868565559e-03 1.980764791369438171e-03 1.109461518353782594e-04 6.795364606659859419e-05 2.820715890266001225e-04 1.067389850504696369e-03 9.242044888650706447e-02
7.000000000000000000e+03 5.216256249696016312e-04 5.933219217695295811e-04 3.414164893911220133e-05 3.244465551688335836e-05 3.682391979964450002e-05 6.776789814466610551e-05 7.255335221998393536e-04 9.391547646373510361e-04 3.414156526559963822e-05 3.244468825869262218e-05 3.682405804283916950e-05 6.776896043447777629e-05 7.300091816961035152e-02
8.000000000000000000e+03 4.303810128476470709e-04 8.719199686311185360e-04 2.895088073273655027e-05 2.953948023787233979e-05 1.947289129020646214e-04 3.922025643987581134e-05 5.456930375657975674e-04 1.173710916191339493e-03 2.895082798204384744e-05 2.953947114292532206e-05 1.947297569131478667e-04 3.921937604900449514e-05 7.131760272635001563e-02
9.000000000000000000e+03 3.772381751332432032e-04 1.341434544883668423e-03 2.170109837607014924e-05 3.867452687700279057e-05 4.141214303672313690e-04 5.018409137846902013e-05 4.278487758710980415e-04 1.528300810605287552e-03 2.170101470255758613e-05 3.867445411742664874e-05 4.141191020607948303e-04 5.018419687985442579e-05 7.155642696135625092e-02
1.000000000000000000e+04 1.912005594931542873e-03 9.503342444077134132e-04 5.077928290120325983e-05 2.432818655506707728e-05 1.591196632944047451e-04 2.046730223810300231e-04 1.321563730016350746e-03 9.643245139159262180e-04 5.077911555417813361e-05 2.432815745123662055e-05 1.591191830812022090e-04 2.046721492661163211e-04 7.305222080046670785e-02
