# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.730202674865722656e-01 7.730202674865722656e-01
1.000000000000000000e+03 4.080297425389289856e-02 4.080297425389289856e-02
2.000000000000000000e+03 1.454371400177478790e-02 1.454371400177478790e-02
3.000000000000000000e+03 1.144264452159404755e-02 1.144264452159404755e-02
4.000000000000000000e+03 9.985394775867462158e-03 9.985394775867462158e-03
5.000000000000000000e+03 9.229974821209907532e-03 9.229974821209907532e-03
6.000000000000000000e+03 8.715266361832618713e-03 8.715266361832618713e-03
7.000000000000000000e+03 8.297720924019813538e-03 8.297720924019813538e-03
8.000000000000000000e+03 7.898907177150249481e-03 7.898907177150249481e-03
9.000000000000000000e+03 7.524646352976560593e-03 7.524646352976560593e-03
1.000000000000000000e+04 7.186370901763439178e-03 7.186370901763439178e-03
1.100000000000000000e+04 6.941637955605983734e-03 6.941637955605983734e-03
1.200000000000000000e+04 6.715145893394947052e-03 6.715145893394947052e-03
1.300000000000000000e+04 6.587786599993705750e-03 6.587786599993705750e-03
1.400000000000000000e+04 6.943177431821823120e-03 6.943177431821823120e-03
1.500000000000000000e+04 6.107294932007789612e-03 6.107294932007789612e-03
1.600000000000000000e+04 5.947114899754524231e-03 5.947114899754524231e-03
1.700000000000000000e+04 5.792460869997739792e-03 5.792460869997739792e-03
1.800000000000000000e+04 6.100188940763473511e-03 6.100188940763473511e-03
1.900000000000000000e+04 5.560173653066158295e-03 5.560173653066158295e-03
2.000000000000000000e+04 5.469661671668291092e-03 5.469661671668291092e-03
2.100000000000000000e+04 5.383892916142940521e-03 5.383892916142940521e-03
2.200000000000000000e+04 5.294084083288908005e-03 5.294084083288908005e-03
2.300000000000000000e+04 7.167968899011611938e-03 7.167968899011611938e-03
2.400000000000000000e+04 5.055368877947330475e-03 5.055368877947330475e-03
2.500000000000000000e+04 4.883996676653623581e-03 4.883996676653623581e-03
2.600000000000000000e+04 4.643050488084554672e-03 4.643050488084554672e-03
2.700000000000000000e+04 4.322372376918792725e-03 4.322372376918792725e-03
2.800000000000000000e+04 3.673329716548323631e-03 3.673329716548323631e-03
2.900000000000000000e+04 2.539291512221097946e-03 2.539291512221097946e-03
3.000000000000000000e+04 1.659187953919172287e-03 1.659187953919172287e-03
3.100000000000000000e+04 1.682541915215551853e-03 1.682541915215551853e-03
3.200000000000000000e+04 9.831897914409637451e-04 9.831897914409637451e-04
3.300000000000000000e+04 8.285831427201628685e-04 8.285831427201628685e-04
3.400000000000000000e+04 7.394588901661336422e-04 7.394588901661336422e-04
3.500000000000000000e+04 1.162210945039987564e-03 1.162210945039987564e-03
3.600000000000000000e+04 6.231002043932676315e-04 6.231002043932676315e-04
3.700000000000000000e+04 5.855557392351329327e-04 5.855557392351329327e-04
3.800000000000000000e+04 5.377497873269021511e-04 5.377497873269021511e-04
3.900000000000000000e+04 5.098262918181717396e-04 5.098262918181717396e-04
4.000000000000000000e+04 4.729777865577489138e-04 4.729777865577489138e-04
4.000000000000000000e+04 4.729777865577489138e-04 4.729777865577489138e-04
4.100000000000000000e+04 1.585182908456772566e-04 1.585182908456772566e-04
4.200000000000000000e+04 8.274105493910610676e-05 8.274105493910610676e-05
4.300000000000000000e+04 4.930341674480587244e-05 4.930341674480587244e-05
4.400000000000000000e+04 3.116318839602172375e-05 3.116318839602172375e-05
4.500000000000000000e+04 2.383542960160411894e-05 2.383542960160411894e-05
4.600000000000000000e+04 1.982814865186810493e-05 1.982814865186810493e-05
4.700000000000000000e+04 1.697535844868980348e-05 1.697535844868980348e-05
4.800000000000000000e+04 1.479992442909860983e-05 1.479992442909860983e-05
4.900000000000000000e+04 1.348644491372397169e-05 1.348644491372397169e-05
5.000000000000000000e+04 1.347204579360550269e-05 1.347204579360550269e-05
5.100000000000000000e+04 1.346244334854418412e-05 1.346244334854418412e-05
5.200000000000000000e+04 1.345423424936598167e-05 1.345423424936598167e-05
5.300000000000000000e+04 1.345094005955616012e-05 1.345094005955616012e-05
5.400000000000000000e+04 1.344829979643691331e-05 1.344829979643691331e-05
5.500000000000000000e+04 1.344574411632493138e-05 1.344574411632493138e-05
