# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.494320422410964966e-01 9.234869480133056641e-02 4.242989718914031982e-01 2.458414733409881592e-01 9.234869480133056641e-02 4.242989718914031982e-01
1.000000000000000000e+03 1.360965427011251450e-03 3.445236361585557461e-04 2.915267541538923979e-04 8.110247435979545116e-04 3.445236361585557461e-04 2.915267541538923979e-04
2.000000000000000000e+03 2.200345916207879782e-04 2.824695002345833927e-05 2.399121694907080382e-05 1.382791524520143867e-04 2.824695002345833927e-05 2.399121694907080382e-05
3.000000000000000000e+03 1.002053759293630719e-04 1.210189020639518276e-05 8.345307833224069327e-06 5.824095933348871768e-05 1.210189020639518276e-05 8.345307833224069327e-06
4.000000000000000000e+03 5.946361852693371475e-05 7.962616109580267221e-06 4.476511094253510237e-06 3.329528772155754268e-05 7.962616109580267221e-06 4.476511094253510237e-06
5.000000000000000000e+03 4.373363844933919609e-05 6.454683898482471704e-06 3.623076281655812636e-06 2.610563569760415703e-05 6.454683898482471704e-06 3.623076281655812636e-06
6.000000000000000000e+03 3.369302430655807257e-05 4.305778475099941716e-06 2.111134108417900279e-06 1.970257835637312382e-05 4.305778475099941716e-06 2.111134108417900279e-06
7.000000000000000000e+03 2.744693665590602905e-05 3.197592832293594256e-06 1.584646270202938467e-06 1.654348852753173560e-05 3.197592832293594256e-06 1.584646270202938467e-06
8.000000000000000000e+03 2.832332211255561560e-05 2.740797526712412946e-06 4.876103048445656896e-06 1.787886321835685521e-05 2.740797526712412946e-06 4.876103048445656896e-06
9.000000000000000000e+03 2.017080987570807338e-05 1.721264538900868502e-06 1.039300741467741318e-06 1.245886505785165355e-05 1.721264538900868502e-06 1.039300741467741318e-06
1.000000000000000000e+04 4.169304156675934792e-05 2.331234827579464763e-05 5.806194531032815576e-05 3.692764948937110603e-05 2.331234827579464763e-05 5.806194531032815576e-05
1.100000000000000000e+04 1.485907341702841222e-05 1.583560674589534756e-06 8.198592809094407130e-07 9.873259841697290540e-06 1.583560674589534756e-06 8.198592809094407130e-07
1.200000000000000000e+04 1.304523993894690648e-05 1.055150846696051303e-06 8.042819104048248846e-07 8.487131708534434438e-06 1.055150846696051303e-06 8.042819104048248846e-07
1.300000000000000000e+04 1.157783208327600732e-05 9.017052775561751332e-07 4.710902885562973097e-07 7.751958037260919809e-06 9.017052775561751332e-07 4.710902885562973097e-07
1.400000000000000000e+04 1.052632069331593812e-05 8.903445518626540434e-07 5.516130840987898409e-07 7.147379619709681720e-06 8.903445518626540434e-07 5.516130840987898409e-07
1.500000000000000000e+04 9.751425750437192619e-06 7.519187761317880359e-07 3.568638078377261991e-07 6.714121354889357463e-06 7.519187761317880359e-07 3.568638078377261991e-07
1.600000000000000000e+04 9.489328476774971932e-06 1.081211848941165954e-06 1.584685946909303311e-06 6.855559604446170852e-06 1.081211848941165954e-06 1.584685946909303311e-06
1.700000000000000000e+04 1.200391579914139584e-05 2.651059276104206219e-06 5.724781203753082082e-06 8.472903573419898748e-06 2.651059276104206219e-06 5.724781203753082082e-06
1.800000000000000000e+04 8.212255124817602336e-06 6.383335175996762700e-07 3.147669929148833035e-07 5.756462542194640264e-06 6.383335175996762700e-07 3.147669929148833035e-07
1.900000000000000000e+04 1.304541456192964688e-05 8.718869139556773007e-06 1.859884469013195485e-05 9.671967745816800743e-06 8.718869139556773007e-06 1.859884469013195485e-05
2.000000000000000000e+04 7.515241122746374458e-06 6.429760333048761822e-07 3.269402952810196439e-07 5.170405074750306085e-06 6.429760333048761822e-07 3.269402952810196439e-07
2.000000000000000000e+04 7.515241122746374458e-06 6.429760333048761822e-07 3.269402952810196439e-07 5.170405074750306085e-06 6.429760333048761822e-07 3.269402952810196439e-07
2.100000000000000000e+04 7.437682597810635343e-06 5.880287403670081403e-07 2.348265724094744655e-07 5.173139470571186393e-06 5.880287403670081403e-07 2.348265724094744655e-07
2.200000000000000000e+04 7.435702627844875678e-06 5.874859425603062846e-07 2.353178700786884292e-07 5.173755198484286666e-06 5.874859425603062846e-07 2.353178700786884292e-07
2.300000000000000000e+04 7.433619884977815673e-06 5.870292056897596922e-07 2.358323030193787417e-07 5.173981662665028125e-06 5.870292056897596922e-07 2.358323030193787417e-07
2.400000000000000000e+04 7.431571702909423038e-06 5.866826313649653457e-07 2.362143760592516628e-07 5.174092621018644422e-06 5.866826313649653457e-07 2.362143760592516628e-07
2.500000000000000000e+04 7.429453035001643002e-06 5.862966645509004593e-07 2.367243325807066867e-07 5.173573299543932080e-06 5.862966645509004593e-07 2.367243325807066867e-07
2.600000000000000000e+04 7.427337550325319171e-06 5.860478609065467026e-07 2.371938592204969609e-07 5.173265435587381944e-06 5.860478609065467026e-07 2.371938592204969609e-07
2.700000000000000000e+04 7.425040166708640754e-06 5.858452709617267828e-07 2.376033165774060762e-07 5.172914825379848480e-06 5.858452709617267828e-07 2.376033165774060762e-07
2.800000000000000000e+04 7.422976068482967094e-06 5.855803806298354175e-07 2.379853469847148517e-07 5.172255896468413994e-06 5.855803806298354175e-07 2.379853469847148517e-07
2.900000000000000000e+04 7.421032933052629232e-06 5.853431730429292656e-07 2.384325910043116892e-07 5.171556949790101498e-06 5.853431730429292656e-07 2.384325910043116892e-07
3.000000000000000000e+04 7.419030680466676131e-06 5.851580340276996139e-07 2.388234463523986051e-07 5.170979420654475689e-06 5.851580340276996139e-07 2.388234463523986051e-07
3.100000000000000000e+04 7.417138021992286667e-06 5.849591389051056467e-07 2.391736586560000433e-07 5.170189524505985901e-06 5.849591389051056467e-07 2.391736586560000433e-07
3.200000000000000000e+04 7.415158052026527002e-06 5.847309125783795025e-07 2.395100295871088747e-07 5.169633368495851755e-06 5.847309125783795025e-07 2.395100295871088747e-07
3.300000000000000000e+04 7.413192179228644818e-06 5.845258215231297072e-07 2.398413414539390942e-07 5.169011728867189959e-06 5.845258215231297072e-07 2.398413414539390942e-07
3.400000000000000000e+04 7.411390470224432647e-06 5.844159431944717653e-07 2.402114773758512456e-07 5.168331426830263808e-06 5.844159431944717653e-07 2.402114773758512456e-07
3.500000000000000000e+04 7.409575573547044769e-06 5.841675374540500343e-07 2.404818530976626789e-07 5.167681138118496165e-06 5.841675374540500343e-07 2.404818530976626789e-07
