# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.872801735997200012e-02 5.770435929298400879e-02 0.000000000000000000e+00 1.000000000000000000e+00 3.923993930220603943e-02 5.923457816243171692e-02 0.000000000000000000e+00 1.000000000000000000e+00 1.045796155929565430e+00
1.000000000000000000e+03 8.484165184199810028e-03 6.939498241990804672e-03 1.090375434387169662e-07 2.832919417414814234e-04 9.538421407341957092e-03 6.947909947484731674e-03 1.090006449544489442e-07 2.832919417414814234e-04 7.714869379997253418e-01
2.000000000000000000e+03 6.296886131167411804e-03 4.714949987828731537e-03 4.561790376556018600e-07 1.465278473915532231e-04 6.601552944630384445e-03 4.957373254001140594e-03 4.561991602258785861e-07 1.465249661123380065e-04 6.535953879356384277e-01
3.000000000000000000e+03 3.744895569980144501e-03 3.998018801212310791e-03 8.656772934045875445e-07 8.011628233361989260e-05 3.946415614336729050e-03 4.255026578903198242e-03 8.655386523059860338e-07 8.011628233361989260e-05 5.259521603584289551e-01
4.000000000000000000e+03 1.262309262529015541e-03 2.659738296642899513e-03 2.768518970697186887e-05 9.142074122792109847e-05 1.341961324214935303e-03 2.704345621168613434e-03 2.768565900623798370e-05 9.142758062807843089e-05 2.987091541290283203e-01
5.000000000000000000e+03 2.694614231586456299e-04 3.169478441122919321e-04 4.673931073284620652e-07 1.906776560645084828e-06 2.888184972107410431e-04 2.272104466101154685e-04 4.672301372465881286e-07 1.906282705022022128e-06 9.827560186386108398e-02
6.000000000000000000e+03 6.908278010087087750e-05 9.286637941841036081e-05 1.438358054883792647e-07 1.811666550111112883e-07 6.502562609966844320e-05 6.118536839494481683e-05 1.437905865486754919e-07 1.811666550111112883e-07 3.750236704945564270e-02
7.000000000000000000e+03 2.312994547537527978e-05 4.663552317651920021e-05 4.827828803399825119e-08 4.707203515863511711e-08 1.998117659240961075e-05 3.713085243362002075e-05 4.833069056076055858e-08 4.707203515863511711e-08 1.864708214998245239e-02
8.000000000000000000e+03 9.884938663162756711e-06 3.005458529514726251e-05 1.736358790083158965e-08 1.838751373384184262e-08 8.939610779634676874e-06 2.720474731177091599e-05 1.739501875874793768e-08 1.835519825021947327e-08 1.164602115750312805e-02
9.000000000000000000e+03 5.716597115679178387e-06 2.110463537974283099e-05 1.558783324639989587e-08 1.782609615474939346e-08 5.567640073422808200e-06 2.067517016257625073e-05 1.561016560458483582e-08 1.792172099612798775e-08 8.045905269682407379e-03
1.000000000000000000e+04 7.659895927645266056e-04 2.914723008871078491e-04 1.280968281207606196e-04 4.104840991203673184e-05 7.957172347232699394e-04 2.763878437690436840e-04 1.281042495975270867e-04 4.104993786313571036e-05 2.683896943926811218e-02
1.100000000000000000e+04 2.717883944569621235e-06 9.915264854498673230e-06 4.070027515012952790e-08 7.098641674474492902e-08 2.871051492547849193e-06 1.042549956764560193e-05 4.068825276704046701e-08 7.104995347617659718e-08 3.695465624332427979e-03
1.200000000000000000e+04 6.737251169397495687e-06 1.462081127101555467e-05 3.401980279704730492e-07 2.982477099067182280e-06 6.795449735363945365e-06 1.622810304979793727e-05 3.399547097160393605e-07 2.982065325340954587e-06 4.680122248828411102e-03
1.300000000000000000e+04 1.407249669682641979e-06 4.945710315951146185e-06 7.640610366621558569e-10 4.502567207964602858e-10 1.435121816939499695e-06 6.175662747409660369e-06 7.657094958091192893e-10 4.527898056494450429e-10 2.393072471022605896e-03
1.400000000000000000e+04 1.013918335956986994e-06 3.905078301613684744e-06 1.790922965483332518e-11 4.106937012693379074e-12 1.033530224958667532e-06 5.116629836265929043e-06 1.765787516205818974e-11 4.604316927725449204e-12 1.940745045430958271e-03
1.500000000000000000e+04 7.853124088796903379e-07 3.227041361242299899e-06 1.243521285942961185e-09 8.100542459033022169e-09 8.273391358670778573e-07 4.333664946898352355e-06 1.249834902239399526e-09 8.079098279267782345e-09 1.613081316463649273e-03
1.600000000000000000e+04 7.042269771773135290e-07 2.823336217261385173e-06 4.447089452241925756e-08 4.396953556806693086e-08 7.217903998935071286e-07 3.934302640118403360e-06 4.453376334367931122e-08 4.391955599203356542e-08 1.314771943725645542e-03
1.700000000000000000e+04 3.889486208663583966e-07 2.264922159156412818e-06 2.555523848091212358e-11 5.115907697472721338e-13 4.120712446820107289e-07 3.358677531650755554e-06 2.585744118821509119e-11 2.273736754432320595e-13 1.213078503496944904e-03
1.800000000000000000e+04 3.700806701090186834e-07 2.024452669502352364e-06 2.396787479597151105e-08 2.718094549436500529e-08 3.916702553397044539e-07 3.056320110772503540e-06 2.393097808806032845e-08 2.714165248107747175e-08 1.053478335961699486e-03
1.900000000000000000e+04 2.393072122686135117e-07 1.666327079874463379e-06 2.262834919442013870e-10 3.206324095117452089e-11 2.642786682827136246e-07 2.664944076968822628e-06 2.371707830128855221e-10 3.412026217120001093e-11 9.422082221135497093e-04
2.000000000000000000e+04 1.079683279385790229e-04 1.992211764445528388e-04 7.851702321204356849e-06 7.516945333918556571e-05 1.041446448653005064e-04 2.089150511892512441e-04 7.852036105759907514e-06 7.517358608311042190e-05 1.457209140062332153e-02
